N,P,K,temperature,humidity,ph,water_oxygen,water_temp,fish_density,label
128,36,63,20.4,63.0,7.0,7.1,26.1,1.4,Spinach
99,51,50,15.7,61.9,7.0,6.8,23.9,1.1,Spinach
129,47,76,19.8,65.0,6.1,5.7,24.7,1.9,Spinach
101,36,52,16.2,50.7,7.1,5.1,22.5,0.9,Spinach
113,55,47,16.6,66.3,6.4,5.4,18.9,1.8,Spinach
95,40,70,17.8,52.3,6.6,10.0,27.0,1.2,Spinach
122,35,56,20.2,65.6,6.3,9.6,19.7,1.2,Spinach
123,39,60,18.8,64.4,6.3,5.2,18.0,1.7,Spinach
110,32,69,21.6,64.4,7.5,8.3,18.2,1.8,Spinach
108,60,80,17.5,65.0,7.3,7.8,20.5,0.5,Spinach
122,52,55,21.3,69.8,6.7,9.4,19.2,0.9,Spinach
103,40,59,20.5,57.7,6.1,7.4,24.8,2.0,Spinach
127,33,58,16.6,57.1,6.8,7.3,21.6,1.8,Spinach
116,37,63,21.7,53.4,6.6,6.2,19.8,0.9,Spinach
101,46,42,19.3,58.3,6.8,6.2,20.8,1.6,Spinach
94,39,60,20.6,66.3,6.9,6.5,18.6,1.5,Spinach
99,32,61,21.2,66.7,6.6,9.5,21.6,1.3,Spinach
95,54,41,15.8,54.6,6.2,7.9,26.4,1.8,Spinach
93,40,63,15.9,55.6,6.3,9.1,23.4,1.8,Spinach
102,37,49,19.4,67.8,6.3,8.0,25.8,0.9,Spinach
129,32,63,16.8,63.3,6.3,5.9,19.7,1.2,Spinach
125,34,40,18.6,54.9,6.3,7.6,27.2,0.7,Spinach
94,58,61,21.1,60.8,6.7,8.6,21.0,2.0,Spinach
116,53,49,18.1,65.1,6.7,9.8,25.7,0.6,Spinach
100,32,53,21.5,51.1,7.1,8.0,27.1,0.8,Spinach
127,43,60,16.4,51.3,7.3,7.1,24.5,0.6,Spinach
99,55,51,18.2,50.2,7.3,5.9,25.6,1.9,Spinach
122,60,56,21.7,61.7,7.5,9.2,22.2,1.8,Spinach
91,49,42,18.6,59.7,7.4,6.4,24.1,0.9,Spinach
121,44,69,18.3,69.7,6.4,5.5,27.4,1.0,Spinach
103,58,76,18.0,55.5,6.8,8.5,18.9,1.8,Spinach
101,38,55,21.1,66.7,7.0,7.4,18.5,1.8,Spinach
95,51,54,15.9,51.6,6.7,7.3,24.0,0.9,Spinach
104,47,76,20.6,54.4,7.0,6.4,25.9,1.7,Spinach
122,35,44,20.7,60.6,6.4,10.0,22.0,0.7,Spinach
100,57,68,21.8,64.3,7.0,5.2,25.2,1.1,Spinach
95,60,43,19.8,59.6,6.5,10.0,24.3,1.4,Spinach
108,30,72,16.0,69.1,6.9,8.6,27.8,1.6,Spinach
110,41,80,21.7,61.3,7.3,7.1,27.6,1.3,Spinach
101,57,53,21.4,57.3,7.1,7.2,20.2,1.4,Spinach
126,32,79,20.4,60.3,7.4,9.9,23.8,1.2,Spinach
106,53,70,20.3,56.5,7.3,7.5,27.9,0.6,Spinach
127,44,66,15.1,66.3,7.4,6.3,18.8,1.3,Spinach
126,40,78,21.7,56.4,6.9,5.2,21.9,1.6,Spinach
115,41,75,16.2,60.0,7.1,6.7,22.4,1.4,Spinach
97,54,73,18.2,51.4,7.4,5.2,22.1,0.5,Spinach
102,42,58,17.1,51.9,6.9,9.0,26.9,1.3,Spinach
104,46,67,20.6,58.4,6.9,6.2,22.7,1.3,Spinach
102,41,69,21.3,50.7,6.8,8.0,21.5,1.5,Spinach
100,59,47,18.2,63.8,6.1,6.1,21.0,1.3,Spinach
93,33,80,15.1,52.6,6.1,8.9,23.9,1.4,Spinach
126,57,51,21.2,67.2,6.7,6.6,24.7,0.6,Spinach
102,44,77,17.0,63.9,7.4,8.9,21.1,1.1,Spinach
117,50,46,20.2,64.9,6.7,7.4,20.2,0.7,Spinach
126,52,80,18.3,56.8,6.0,7.6,19.8,0.5,Spinach
123,41,69,19.0,58.2,7.2,7.4,27.6,1.0,Spinach
129,48,79,15.5,65.4,6.6,5.9,26.6,0.9,Spinach
93,45,69,18.9,58.6,7.5,9.2,24.8,0.5,Spinach
111,47,58,16.9,52.6,7.5,8.3,25.7,1.6,Spinach
121,47,65,20.5,61.8,6.4,6.2,25.9,1.9,Spinach
95,45,61,18.4,59.3,6.3,7.7,24.3,1.3,Spinach
90,38,67,21.4,56.1,6.2,6.1,20.8,1.9,Spinach
109,35,42,18.9,58.0,6.5,9.7,21.3,0.8,Spinach
130,53,42,15.3,63.6,6.2,9.4,25.6,0.6,Spinach
100,44,43,19.1,51.9,6.9,8.3,19.2,1.0,Spinach
112,41,80,15.7,56.3,7.0,9.9,26.4,0.9,Spinach
130,36,56,16.8,60.4,6.6,7.3,22.0,1.0,Spinach
92,47,77,19.9,57.9,6.2,7.3,21.0,0.6,Spinach
108,32,45,15.5,67.2,7.2,5.5,25.4,1.4,Spinach
117,44,53,16.4,69.9,7.3,5.7,25.1,0.8,Spinach
98,58,47,20.5,63.2,6.2,9.0,22.0,1.8,Spinach
118,50,65,17.2,68.5,6.1,6.1,21.6,0.6,Spinach
100,36,55,18.6,64.3,7.3,9.9,27.8,0.9,Spinach
93,53,44,19.3,53.6,6.6,7.7,27.8,1.8,Spinach
97,51,76,18.7,64.1,7.0,5.9,25.2,1.5,Spinach
115,31,46,18.9,68.2,7.0,8.7,18.4,0.9,Spinach
127,59,41,20.3,58.1,6.8,5.9,23.8,0.8,Spinach
108,60,57,20.3,55.0,6.0,5.2,24.3,1.2,Spinach
98,60,59,15.1,56.5,6.3,7.3,26.2,0.8,Spinach
124,44,70,16.6,58.2,6.0,7.0,23.6,1.0,Spinach
115,44,78,17.0,57.3,6.2,8.5,20.5,0.6,Spinach
109,36,63,15.6,55.7,6.1,9.7,26.3,0.5,Spinach
113,32,66,19.4,66.9,6.1,8.6,25.9,1.7,Spinach
120,35,46,20.5,56.1,6.3,5.9,25.0,0.8,Spinach
105,35,62,18.7,55.1,6.9,9.3,24.3,1.6,Spinach
129,59,58,16.6,69.4,6.1,6.1,26.0,1.2,Spinach
114,32,59,20.6,62.1,6.0,9.0,23.8,0.6,Spinach
127,56,77,16.1,58.7,7.1,7.1,23.9,1.1,Spinach
92,52,71,19.2,64.1,6.9,9.0,20.6,1.7,Spinach
117,56,54,17.6,60.3,7.0,7.2,23.2,1.2,Spinach
129,52,74,19.3,52.5,7.0,8.3,25.8,0.6,Spinach
95,44,71,18.9,62.0,6.3,7.9,25.8,1.0,Spinach
95,39,80,21.1,50.4,7.4,6.3,20.5,0.6,Spinach
126,45,57,18.6,53.0,6.4,7.5,21.2,1.3,Spinach
122,34,48,16.7,55.3,6.5,9.3,27.4,1.1,Spinach
94,39,61,15.1,64.5,6.5,8.2,25.5,1.8,Spinach
100,42,63,21.9,60.2,6.2,6.9,18.6,1.6,Spinach
129,36,72,18.8,57.1,7.1,7.7,25.9,1.4,Spinach
102,36,44,16.4,65.0,6.5,7.4,27.7,1.3,Spinach
117,59,56,19.6,63.7,7.3,8.5,19.0,1.8,Spinach
93,55,61,15.0,67.0,6.6,5.0,22.9,0.7,Spinach
126,48,76,19.2,50.6,6.8,5.8,26.6,0.8,Spinach
129,53,45,17.5,51.0,7.3,5.8,20.6,0.6,Spinach
102,47,48,17.4,60.7,6.3,6.8,27.6,0.6,Spinach
98,30,71,15.0,61.0,7.0,9.8,26.0,1.3,Spinach
128,40,69,21.1,64.3,6.1,9.8,21.5,1.8,Spinach
114,51,58,19.3,54.7,6.1,6.9,21.7,1.6,Spinach
109,40,53,15.2,59.8,7.1,9.2,24.6,0.6,Spinach
112,58,76,21.9,54.4,7.2,9.0,18.2,0.8,Spinach
108,54,73,18.1,58.6,6.5,8.1,22.9,0.8,Spinach
123,38,55,16.6,69.6,6.2,6.9,27.0,1.8,Spinach
125,36,60,20.3,63.3,6.4,5.0,25.1,1.5,Spinach
95,49,77,21.4,51.3,7.0,6.3,26.2,1.9,Spinach
129,55,68,18.8,54.9,6.4,7.1,21.1,0.8,Spinach
123,55,79,16.1,64.8,7.3,9.9,21.4,1.9,Spinach
129,30,59,16.7,62.8,6.2,9.2,18.4,1.3,Spinach
126,41,64,16.6,58.0,7.3,5.7,27.2,0.9,Spinach
116,33,71,15.9,67.6,7.1,6.4,19.6,1.4,Spinach
103,48,67,20.2,55.8,6.4,6.8,19.7,1.1,Spinach
123,36,55,18.7,50.9,6.8,8.6,19.2,1.5,Spinach
126,39,62,17.2,59.9,6.4,6.6,22.6,1.1,Spinach
93,55,55,16.1,56.7,6.5,9.5,27.3,1.4,Spinach
101,35,58,21.0,59.6,6.4,7.4,20.4,1.6,Spinach
99,33,63,17.4,55.3,6.4,5.8,22.5,1.6,Spinach
128,36,72,16.1,63.1,6.8,6.5,26.1,0.6,Spinach
95,39,46,21.6,55.3,7.1,6.3,21.9,1.0,Spinach
93,35,44,16.3,63.3,7.2,9.6,19.7,0.7,Spinach
92,31,75,19.3,66.7,6.3,9.5,23.3,2.0,Spinach
114,43,50,15.8,63.0,6.1,9.0,23.9,1.5,Spinach
108,46,60,17.4,69.3,7.0,6.8,24.7,1.2,Spinach
96,45,79,16.7,58.5,6.5,9.4,20.7,0.5,Spinach
117,38,43,15.4,69.3,6.1,8.5,26.3,1.0,Spinach
97,42,40,20.6,59.3,7.0,6.8,26.3,0.5,Spinach
111,49,61,16.4,64.1,6.6,5.5,27.4,0.7,Spinach
104,35,64,18.8,64.1,6.4,6.0,23.8,0.6,Spinach
116,39,66,15.6,67.9,6.8,9.7,26.2,1.3,Spinach
98,37,72,16.9,58.5,6.0,8.0,19.8,0.8,Spinach
100,51,62,18.0,55.8,6.8,8.1,25.4,1.2,Spinach
123,46,59,20.3,51.9,6.1,7.7,19.8,1.8,Spinach
91,45,55,21.4,60.8,6.9,7.3,19.1,0.6,Spinach
93,31,57,19.7,63.8,6.5,7.8,27.0,1.5,Spinach
109,32,42,19.9,66.4,6.6,7.8,26.3,0.8,Spinach
110,43,59,16.7,55.7,6.5,5.5,19.6,1.3,Spinach
99,38,54,17.7,52.7,6.3,6.9,22.1,1.4,Spinach
112,54,71,21.5,57.3,7.4,9.1,26.9,0.7,Spinach
108,55,74,21.3,61.3,7.1,8.9,22.2,1.3,Spinach
111,53,65,16.7,62.9,6.1,8.4,23.6,1.1,Spinach
127,38,55,17.8,55.5,7.2,5.5,23.0,1.4,Spinach
96,54,52,18.8,67.4,6.7,5.9,21.3,1.1,Spinach
116,36,74,21.6,51.6,6.8,6.0,24.4,0.9,Spinach
99,48,68,19.0,60.7,6.6,6.1,18.4,0.8,Spinach
126,33,52,22.0,66.8,7.3,9.9,24.6,0.5,Spinach
118,30,48,18.7,67.7,6.8,7.5,25.7,1.5,Spinach
101,48,46,18.6,62.5,6.4,7.3,21.7,1.7,Spinach
101,39,44,20.1,52.6,6.7,6.3,27.5,1.3,Spinach
103,36,75,19.3,62.0,6.5,7.2,19.9,1.6,Spinach
93,59,52,18.1,53.2,6.1,7.2,22.7,0.6,Spinach
110,38,56,17.4,57.3,7.5,8.2,27.7,0.9,Spinach
110,55,68,18.6,65.6,7.0,9.4,23.1,1.9,Spinach
118,33,78,19.4,69.8,6.2,5.7,26.9,1.4,Spinach
95,32,41,20.2,53.2,7.1,7.5,25.7,1.0,Spinach
102,35,75,19.3,65.3,7.5,9.3,19.3,0.9,Spinach
106,46,77,19.6,64.6,7.1,5.4,19.9,1.2,Spinach
115,32,63,15.4,67.7,6.3,8.8,20.2,1.5,Spinach
129,54,77,21.7,59.6,6.6,8.3,20.3,0.6,Spinach
102,38,68,16.2,67.0,7.0,9.6,25.7,0.5,Spinach
104,52,45,21.2,63.0,7.3,8.1,27.5,1.8,Spinach
99,49,48,21.3,63.7,6.2,5.7,23.4,1.7,Spinach
125,41,68,20.5,69.1,6.6,5.1,20.0,1.5,Spinach
100,38,51,15.4,54.7,6.2,7.0,25.1,1.3,Spinach
92,60,40,18.9,50.9,7.1,7.7,23.5,2.0,Spinach
123,53,80,19.1,50.6,6.4,7.9,22.1,1.9,Spinach
121,39,64,17.2,50.6,7.3,7.4,22.1,1.0,Spinach
91,31,79,17.6,55.5,6.9,9.9,26.7,2.0,Spinach
105,33,71,19.3,66.9,6.3,6.3,24.8,1.0,Spinach
121,31,68,21.4,63.2,7.4,6.9,25.0,2.0,Spinach
121,35,54,15.1,59.9,7.5,9.7,27.5,1.0,Spinach
120,44,53,18.3,50.3,7.0,8.7,22.1,1.7,Spinach
92,54,73,16.1,64.6,7.1,7.7,22.4,0.9,Spinach
110,32,40,15.3,70.0,6.8,9.1,20.4,0.6,Spinach
119,55,68,20.7,54.4,6.6,8.5,26.4,1.7,Spinach
108,55,59,17.7,62.2,6.3,6.4,28.0,1.2,Spinach
130,44,80,18.6,52.8,7.0,9.4,28.0,0.8,Spinach
107,32,48,17.4,64.6,6.9,7.0,23.2,1.0,Spinach
113,57,61,15.5,69.2,6.4,5.1,21.2,1.2,Spinach
112,54,69,17.6,54.6,7.0,5.8,25.9,0.6,Spinach
129,37,77,18.2,52.9,7.3,7.4,27.9,1.5,Spinach
106,54,49,16.0,65.1,7.1,7.5,25.1,1.6,Spinach
130,31,80,15.4,53.3,7.1,7.5,18.7,0.9,Spinach
102,36,79,19.1,67.8,6.3,5.3,19.2,1.6,Spinach
105,41,54,18.4,51.6,7.5,9.5,18.2,1.5,Spinach
99,41,41,16.5,50.6,6.3,7.2,20.5,1.3,Spinach
112,31,48,17.9,59.3,7.2,5.2,23.9,1.9,Spinach
105,42,78,16.6,65.8,6.6,9.7,24.8,0.8,Spinach
108,59,59,19.1,68.6,7.4,9.8,22.8,1.0,Spinach
115,60,78,21.3,56.1,7.3,9.2,23.2,1.2,Spinach
105,49,76,15.9,61.5,6.9,5.1,26.7,0.6,Spinach
126,49,46,17.8,61.9,6.8,7.2,21.3,0.8,Spinach
127,30,47,17.1,61.5,6.5,7.2,20.9,1.8,Spinach
96,33,41,15.4,60.9,6.1,6.1,27.7,1.6,Spinach
100,56,80,17.8,65.9,6.5,8.9,25.3,1.3,Spinach
93,31,46,21.3,53.1,7.5,8.4,26.8,1.5,Spinach
90,51,51,20.0,51.5,6.8,6.9,20.6,1.2,Spinach
120,48,46,16.9,63.6,6.5,8.1,19.9,1.9,Spinach
117,46,53,19.0,56.3,6.4,5.1,18.8,1.6,Spinach
117,42,72,17.3,66.4,6.5,6.1,19.7,0.9,Spinach
112,35,80,20.2,62.2,6.2,7.7,23.4,2.0,Spinach
91,30,74,16.3,69.8,7.4,5.8,18.4,0.8,Spinach
107,35,72,15.8,53.7,6.1,7.0,26.7,1.5,Spinach
94,49,80,20.5,66.5,6.3,5.9,19.8,1.2,Spinach
103,48,45,20.4,50.2,6.6,6.5,24.2,0.6,Spinach
119,33,77,17.4,59.1,7.4,6.9,19.0,0.9,Spinach
90,30,62,21.6,58.1,7.0,7.7,19.6,0.9,Spinach
100,45,65,19.2,67.9,7.2,5.8,18.2,0.7,Spinach
91,58,65,17.1,56.0,6.6,5.3,20.3,1.5,Spinach
101,45,67,21.1,61.8,6.5,6.6,21.0,1.5,Spinach
129,59,65,19.0,58.4,6.6,7.2,27.3,1.0,Spinach
105,36,49,16.0,60.5,6.6,5.6,25.2,0.6,Spinach
129,52,66,16.3,66.2,6.6,6.2,24.1,1.4,Spinach
126,34,48,17.8,51.8,7.4,7.2,26.1,1.1,Spinach
117,50,57,17.2,61.5,6.2,6.0,25.5,0.8,Spinach
98,50,55,15.3,52.2,6.1,7.7,19.3,1.7,Spinach
124,58,42,21.1,53.3,7.2,5.5,24.5,1.3,Spinach
123,31,64,20.9,62.5,7.3,9.2,25.0,1.8,Spinach
127,43,63,18.0,51.0,6.8,6.1,23.0,0.9,Spinach
105,30,57,17.2,60.3,6.4,8.6,19.5,1.0,Spinach
99,56,64,18.0,65.7,6.5,8.3,21.2,1.7,Spinach
105,36,75,21.7,51.7,6.8,8.5,23.4,0.8,Spinach
117,59,43,15.3,60.0,6.4,7.5,22.1,0.7,Spinach
129,43,48,19.4,65.8,6.3,5.2,23.5,1.1,Spinach
115,33,54,17.7,57.1,6.3,8.6,18.3,0.8,Spinach
118,54,60,15.0,50.3,6.5,6.8,24.5,1.9,Spinach
120,38,48,17.0,60.8,6.2,6.6,19.3,0.7,Spinach
92,48,64,20.9,68.8,7.2,9.5,21.8,0.9,Spinach
97,56,65,16.8,69.9,6.8,9.7,25.5,1.1,Spinach
113,51,69,19.6,69.2,7.4,6.2,20.6,1.8,Spinach
129,50,41,18.1,57.7,6.1,6.7,21.0,1.2,Spinach
99,60,69,21.4,52.7,7.0,9.5,24.7,1.2,Spinach
92,56,65,15.6,63.2,7.1,5.9,18.0,1.6,Spinach
125,53,51,17.2,68.3,6.4,6.1,24.1,1.3,Spinach
130,52,75,18.4,55.8,6.6,6.6,25.6,1.0,Spinach
98,59,76,16.4,69.3,6.3,6.9,19.8,0.7,Spinach
115,35,69,20.0,60.0,6.8,7.0,24.1,0.8,Spinach
127,59,50,20.4,58.1,7.4,7.7,27.5,1.4,Spinach
94,54,71,19.6,54.1,6.8,7.4,18.3,1.8,Spinach
111,48,50,19.1,57.9,6.6,7.7,23.2,2.0,Spinach
124,51,53,17.2,69.4,7.0,6.7,24.7,1.0,Spinach
94,51,48,18.7,66.3,6.7,9.7,25.8,1.7,Spinach
112,34,72,17.1,69.4,7.3,6.9,22.1,0.9,Spinach
118,38,51,18.6,53.0,6.1,5.7,19.6,1.9,Spinach
92,30,78,15.4,68.4,7.1,8.6,21.7,1.6,Spinach
104,51,80,20.1,59.3,6.1,9.5,24.2,0.8,Spinach
117,35,64,16.3,54.2,7.3,5.5,26.5,1.3,Spinach
112,30,42,21.7,52.8,6.9,5.6,24.7,1.9,Spinach
123,57,60,18.4,62.7,6.4,5.4,24.6,1.1,Spinach
90,41,73,21.6,62.0,6.3,10.0,24.0,1.8,Spinach
120,47,59,16.3,61.8,6.5,9.9,23.0,1.3,Spinach
98,55,59,20.7,58.1,7.3,5.9,20.9,0.6,Spinach
92,46,56,20.0,60.6,7.2,5.0,27.0,1.5,Spinach
97,38,73,17.8,64.6,6.5,8.7,19.9,1.3,Spinach
90,48,57,19.5,65.6,7.4,6.7,23.8,1.0,Spinach
93,44,43,16.8,62.2,6.5,6.3,22.0,0.7,Spinach
94,32,71,15.4,51.0,6.8,9.0,19.6,0.9,Spinach
98,53,46,20.0,56.2,7.1,7.7,24.8,0.9,Spinach
127,44,65,19.1,68.8,7.3,7.6,24.1,1.9,Spinach
116,39,44,15.5,64.8,7.3,9.5,21.7,1.5,Spinach
120,45,41,16.5,67.3,6.4,7.1,25.4,1.9,Spinach
128,41,50,15.5,59.2,7.1,9.5,18.5,1.4,Spinach
128,52,52,17.0,66.8,6.5,9.1,21.9,0.8,Spinach
123,52,57,17.7,59.0,6.1,9.2,22.0,1.0,Spinach
117,53,73,22.0,64.9,6.4,9.3,21.2,1.8,Spinach
95,47,45,19.7,68.9,7.1,9.0,23.0,1.0,Spinach
111,49,43,16.7,54.6,7.0,6.6,25.9,1.7,Spinach
96,50,68,15.9,54.6,6.5,8.0,26.5,1.7,Spinach
102,59,44,20.6,51.7,7.3,6.5,21.1,0.8,Spinach
115,58,45,21.5,66.4,7.4,5.2,21.5,1.1,Spinach
91,48,78,21.8,57.4,7.2,5.4,27.3,1.2,Spinach
123,58,48,19.4,66.9,7.1,5.8,22.6,1.6,Spinach
111,40,54,19.6,69.2,6.6,5.9,20.6,1.3,Spinach
95,51,65,18.0,63.8,7.1,7.8,25.0,1.1,Spinach
112,60,67,17.0,51.8,6.9,5.8,19.6,0.6,Spinach
118,45,53,19.5,67.3,6.2,9.9,18.5,1.9,Spinach
111,36,41,20.0,56.2,6.8,8.9,24.4,0.7,Spinach
123,38,68,21.6,57.9,6.2,9.8,24.1,1.1,Spinach
125,58,72,19.1,61.6,6.1,8.1,18.5,0.9,Spinach
111,60,44,19.0,57.9,6.8,5.8,27.9,1.1,Spinach
120,39,43,19.5,69.9,6.7,6.4,25.0,1.4,Spinach
117,43,56,19.8,61.8,6.7,5.4,25.6,1.6,Spinach
113,50,50,19.0,69.8,7.0,9.3,21.3,0.9,Spinach
96,56,45,19.1,64.2,6.8,8.3,23.3,1.1,Spinach
109,57,44,18.2,63.9,6.5,7.3,19.4,0.6,Spinach
113,60,53,16.4,65.4,6.9,6.7,20.7,1.8,Spinach
115,49,46,18.2,58.6,6.1,9.9,25.6,1.6,Spinach
92,31,77,18.1,56.0,6.5,5.4,21.8,1.1,Spinach
111,54,48,17.6,52.2,6.2,6.3,26.7,0.7,Spinach
116,51,43,16.9,64.0,7.0,5.9,25.9,0.7,Spinach
124,35,61,21.1,58.2,6.3,9.9,23.6,0.7,Spinach
98,55,60,21.4,60.4,7.1,8.6,24.3,1.3,Spinach
94,31,59,16.8,68.9,6.6,9.0,23.9,0.9,Spinach
104,45,43,17.3,52.3,6.3,8.3,20.3,1.3,Spinach
108,41,63,15.1,66.4,6.2,9.1,25.7,1.3,Spinach
129,47,68,19.4,67.7,7.1,9.3,23.4,0.5,Spinach
127,47,64,15.6,66.1,6.3,9.6,20.5,0.8,Spinach
127,35,40,19.3,62.2,6.7,9.1,24.2,0.6,Spinach
96,53,55,17.1,57.1,7.0,8.4,22.3,0.6,Spinach
116,43,71,20.7,69.5,6.3,8.5,23.9,1.7,Spinach
128,45,76,16.3,55.0,7.3,7.5,26.1,0.7,Spinach
114,41,66,16.7,59.1,7.2,9.7,20.6,1.8,Spinach
108,51,62,21.8,56.0,7.0,7.0,23.2,1.6,Spinach
113,34,78,20.7,55.5,6.6,5.1,27.4,0.9,Spinach
91,35,41,18.2,60.3,7.3,9.8,20.9,1.3,Spinach
115,43,45,19.5,65.0,7.4,6.7,27.0,2.0,Spinach
98,60,78,18.7,64.8,6.5,6.2,18.5,1.2,Spinach
122,34,80,16.3,51.0,6.8,9.7,23.4,1.0,Spinach
118,32,56,21.8,59.2,7.2,7.8,18.8,0.9,Spinach
91,49,45,19.3,65.4,6.8,8.6,23.3,1.0,Spinach
94,57,74,21.2,62.5,6.5,8.5,28.0,0.6,Spinach
97,58,62,21.3,62.9,7.3,7.5,23.7,0.9,Spinach
109,48,51,16.1,55.6,7.1,6.3,20.8,1.1,Spinach
102,45,63,20.1,60.6,7.0,8.2,20.4,0.8,Spinach
115,41,51,17.6,67.4,6.5,7.3,22.7,1.6,Spinach
124,52,70,15.8,58.2,6.3,6.4,18.4,1.4,Spinach
120,56,40,19.3,68.7,6.1,9.2,24.2,1.2,Spinach
90,48,49,15.7,58.9,7.2,9.4,20.3,1.9,Spinach
111,31,74,16.0,56.9,7.0,8.4,19.6,1.5,Spinach
90,48,77,15.9,65.7,7.0,7.0,23.6,1.9,Spinach
115,59,57,15.2,56.1,7.2,5.1,20.8,2.0,Spinach
103,37,41,15.7,67.5,6.9,8.6,23.4,2.0,Spinach
103,34,66,21.0,62.0,6.8,6.2,23.3,0.9,Spinach
111,53,79,21.2,67.8,6.2,9.9,24.8,1.4,Spinach
113,57,55,19.7,55.8,6.6,8.2,19.2,0.7,Spinach
105,37,55,18.1,61.7,6.4,9.5,24.3,1.2,Spinach
97,55,62,21.0,51.7,7.1,6.0,26.6,1.1,Spinach
106,51,73,16.4,60.9,6.5,8.7,19.5,1.4,Spinach
109,37,78,20.8,53.2,6.0,7.7,24.0,1.5,Spinach
114,45,45,17.3,63.0,6.2,7.6,26.4,1.5,Spinach
110,53,79,17.2,54.2,7.4,5.4,19.4,1.3,Spinach
95,38,76,21.1,60.4,7.1,6.6,24.7,1.1,Spinach
106,46,48,21.4,55.6,7.5,8.3,25.5,0.7,Spinach
114,54,45,21.1,64.4,7.4,5.2,24.2,1.3,Spinach
121,53,57,15.0,61.5,6.7,8.4,23.5,1.6,Spinach
97,40,72,16.4,65.9,6.8,7.9,23.6,0.8,Spinach
106,53,45,19.3,69.7,6.5,9.0,23.8,1.8,Spinach
121,42,55,18.0,69.6,6.9,7.6,19.9,1.6,Spinach
115,54,50,15.4,61.9,6.5,6.7,23.6,0.6,Spinach
107,60,64,20.1,50.8,6.2,9.2,23.7,1.8,Spinach
90,31,74,20.7,59.2,6.9,8.2,22.1,1.9,Spinach
112,50,59,18.1,66.9,7.0,7.7,26.8,0.5,Spinach
114,53,68,15.1,53.9,7.3,6.7,22.2,1.8,Spinach
96,54,43,15.5,56.3,7.3,5.5,25.4,1.1,Spinach
119,44,55,20.3,62.8,6.1,6.8,24.8,1.5,Spinach
93,43,73,17.5,67.4,7.0,8.0,25.8,1.9,Spinach
102,44,60,21.2,57.4,6.7,5.7,26.8,1.5,Spinach
112,56,73,20.3,66.5,6.9,6.5,25.2,1.3,Spinach
101,40,58,20.4,54.8,6.4,5.4,21.2,1.7,Spinach
99,34,70,17.1,60.6,6.7,7.4,25.0,1.0,Spinach
104,51,58,18.8,57.2,7.2,8.1,25.0,1.6,Spinach
129,32,49,19.0,61.5,7.2,9.8,26.7,1.5,Spinach
92,33,61,19.8,53.8,7.0,8.2,20.4,1.9,Spinach
103,34,49,21.8,65.5,7.3,9.4,19.0,1.1,Spinach
127,40,73,17.2,54.8,7.4,10.0,20.9,1.5,Spinach
128,41,54,18.9,66.6,6.6,7.9,21.5,1.7,Spinach
103,30,50,18.9,68.8,7.3,9.0,18.7,1.2,Spinach
92,43,70,21.5,53.4,6.6,8.5,22.1,1.6,Spinach
128,51,74,18.1,62.2,7.0,9.9,25.4,1.5,Spinach
108,55,57,16.1,51.7,6.6,7.6,22.5,1.4,Spinach
106,33,63,19.9,57.1,6.3,7.0,23.4,1.8,Spinach
124,44,74,21.4,58.9,7.2,5.3,18.4,0.9,Spinach
118,38,63,21.3,68.0,6.3,7.5,22.6,1.5,Spinach
115,60,49,21.5,62.3,6.4,7.6,21.5,1.3,Spinach
121,36,40,16.7,50.0,7.5,9.8,18.6,1.8,Spinach
124,36,42,21.2,64.6,6.5,8.0,22.3,2.0,Spinach
101,51,47,18.1,68.4,6.7,5.7,27.5,1.2,Spinach
105,40,68,17.4,55.8,6.6,7.3,18.3,0.7,Spinach
97,44,47,21.4,58.2,6.4,7.7,23.3,1.7,Spinach
99,41,58,15.7,50.6,6.6,5.6,19.9,0.9,Spinach
107,45,60,15.6,66.0,6.3,8.8,26.1,1.0,Spinach
104,40,66,16.8,66.4,7.3,6.2,20.4,1.8,Spinach
101,50,72,20.9,57.4,6.5,6.1,20.3,0.6,Spinach
112,30,71,18.3,67.2,6.4,7.4,27.8,1.9,Spinach
123,55,64,16.7,65.1,6.1,5.7,19.3,0.6,Spinach
121,34,63,16.7,57.4,6.7,5.9,20.3,1.0,Spinach
121,44,53,19.7,51.2,6.9,9.1,23.6,1.0,Spinach
113,53,72,18.9,59.9,6.4,9.9,24.2,1.2,Spinach
119,46,71,18.1,55.1,7.3,6.2,26.1,0.9,Spinach
116,36,41,17.0,52.3,7.3,6.1,26.8,1.1,Spinach
98,50,42,16.9,63.0,7.1,6.4,23.8,1.8,Spinach
90,44,44,19.4,64.6,6.4,7.4,19.6,2.0,Spinach
105,57,75,18.4,68.8,7.3,7.4,19.1,1.2,Spinach
108,38,76,20.7,59.0,6.1,7.6,20.1,0.6,Spinach
101,31,53,20.8,53.5,7.1,7.6,26.6,1.5,Spinach
106,51,56,16.0,66.2,6.5,7.9,19.8,0.6,Spinach
130,53,63,15.2,68.5,6.7,6.3,27.5,1.2,Spinach
70,72,79,29.9,56.6,6.1,6.3,18.2,1.3,Tomato
74,64,96,29.2,51.8,5.6,8.1,22.7,1.4,Tomato
52,58,69,24.1,56.9,6.2,9.0,24.1,1.7,Tomato
67,59,91,28.0,65.7,6.2,6.5,24.2,0.8,Tomato
90,40,95,29.7,66.6,6.3,5.2,21.8,1.8,Tomato
