N,P,K,temperature,humidity,ph,rainfall,health
4,58,46,33.3,34.5,4.5,100.2,Dangerous
99,16,137,14.7,37.3,5.3,75.6,Dangerous
32,101,124,41.2,20.7,7.9,65.5,Dangerous
98,144,77,21.5,83.6,5.5,214.7,Warning
93,14,21,39.9,83.5,4.3,279.8,Dangerous
94,132,194,23.8,46.5,7.0,162.1,Warning
16,129,91,15.9,94.2,8.8,284.3,Dangerous
83,91,65,28.1,58.5,6.5,190.5,Healthy
67,113,172,31.1,45.8,5.6,246.4,Warning
116,31,186,38.6,82.2,9.0,277.3,Dangerous
18,84,110,22.3,98.0,8.9,34.9,Dangerous
6,130,25,14.3,70.2,4.7,127.2,Dangerous
2,125,204,33.2,69.0,7.7,263.3,Warning
103,36,171,35.1,97.7,7.0,270.7,Warning
58,54,106,37.5,45.0,4.0,230.5,Dangerous
76,117,64,33.1,87.7,6.7,163.4,Warning
56,50,171,10.6,92.1,8.4,169.0,Dangerous
72,114,89,30.1,68.8,5.3,170.5,Dangerous
107,48,125,39.5,30.6,4.2,187.6,Dangerous
15,88,54,24.2,47.8,4.4,266.8,Dangerous
43,36,153,34.2,85.5,5.8,83.4,Warning
19,125,175,36.7,54.9,8.6,295.5,Dangerous
46,100,11,33.3,82.6,6.4,154.9,Warning
120,34,50,27.8,78.3,8.8,157.6,Dangerous
11,71,58,32.2,68.1,6.9,242.1,Warning
55,121,93,36.2,53.3,5.5,121.1,Warning
27,70,3,28.8,84.6,8.8,43.9,Dangerous
134,60,119,32.7,64.6,8.4,95.7,Dangerous
50,74,131,13.7,25.2,4.6,115.9,Dangerous
88,142,42,23.0,44.3,5.3,38.0,Dangerous
59,67,1,37.8,93.6,7.1,268.0,Warning
59,133,88,43.3,36.3,5.0,212.5,Dangerous
86,61,27,37.2,97.1,6.9,148.7,Warning
94,32,89,34.1,60.0,7.7,199.6,Warning
113,12,194,25.2,34.3,6.3,109.3,Warning
102,34,178,19.7,53.1,8.2,251.4,Dangerous
121,71,76,11.1,55.2,5.4,164.2,Dangerous
119,18,14,24.7,38.9,6.4,34.7,Warning
48,61,137,10.2,80.5,6.2,257.2,Dangerous
79,133,18,42.0,88.8,7.2,283.9,Dangerous
121,19,64,21.6,33.5,7.8,122.7,Warning
82,87,180,35.8,68.0,5.6,120.4,Warning
122,17,73,39.8,34.2,8.3,173.7,Dangerous
16,64,86,10.0,46.5,6.9,83.2,Dangerous
113,32,185,28.4,62.5,7.6,87.9,Warning
20,62,174,17.7,93.0,7.3,280.0,Warning
14,40,160,16.1,21.4,8.8,248.8,Dangerous
92,117,27,22.3,32.7,4.4,281.1,Dangerous
76,143,11,23.8,93.5,4.1,248.2,Dangerous
100,60,185,44.0,72.5,5.6,219.2,Dangerous
22,10,18,23.0,65.9,6.1,281.5,Warning
80,25,41,17.1,73.8,4.7,228.2,Dangerous
70,137,3,14.8,82.4,5.5,235.8,Dangerous
6,88,193,26.5,91.3,7.6,120.3,Warning
115,47,66,31.1,99.1,4.4,22.2,Dangerous
42,120,75,43.0,43.7,6.3,249.0,Dangerous
37,34,170,31.2,44.6,8.0,217.3,Warning
126,73,138,31.5,50.6,7.6,253.4,Warning
127,82,95,40.0,44.8,7.0,30.2,Dangerous
32,131,55,36.0,92.3,6.6,36.3,Warning
92,84,14,33.0,46.7,6.0,273.5,Warning
73,96,119,42.8,94.5,8.1,166.3,Dangerous
113,132,136,19.0,98.3,8.6,33.1,Dangerous
112,101,191,37.5,66.1,7.3,281.5,Warning
6,143,153,33.0,74.3,5.7,63.8,Warning
84,138,172,20.3,66.1,7.7,91.5,Warning
4,91,126,33.9,33.7,6.1,115.7,Warning
5,115,93,18.0,36.2,7.9,99.5,Warning
29,141,115,40.2,37.1,8.8,234.8,Dangerous
5,119,19,12.7,25.9,5.3,65.9,Dangerous
77,28,158,33.9,90.1,6.3,98.4,Warning
126,46,43,22.4,89.8,6.6,36.6,Healthy
140,0,14,32.3,84.2,8.8,187.4,Dangerous
11,10,205,43.4,55.4,8.6,196.2,Dangerous
49,90,99,22.0,37.6,5.7,38.5,Warning
16,37,181,43.4,44.9,6.8,129.1,Dangerous
117,27,130,44.0,58.4,4.8,80.6,Dangerous
119,88,24,24.2,34.6,4.1,115.0,Dangerous
42,25,41,42.7,90.9,8.1,143.1,Dangerous
132,35,157,12.6,67.5,4.1,254.7,Dangerous
99,16,15,34.9,22.8,8.1,196.4,Dangerous
90,76,121,34.5,66.4,6.6,226.0,Warning
11,96,117,30.9,79.4,7.2,174.8,Warning
123,13,30,38.1,82.3,6.8,264.7,Dangerous
12,73,160,11.2,38.9,6.7,64.0,Dangerous
93,61,70,35.4,80.9,6.7,210.8,Warning
7,64,106,18.5,80.0,8.1,93.3,Dangerous
46,84,28,13.3,25.0,6.2,184.0,Dangerous
91,94,107,30.6,59.8,5.2,192.7,Dangerous
107,9,89,20.8,48.3,4.0,153.1,Dangerous
119,19,168,20.8,52.2,7.9,22.4,Warning
43,15,26,23.5,40.8,8.3,136.1,Dangerous
110,17,138,38.0,77.4,7.1,275.9,Warning
104,74,91,26.5,28.8,5.4,253.5,Dangerous
17,77,111,19.9,33.6,6.3,225.5,Warning
134,54,116,43.1,93.3,7.2,141.0,Dangerous
78,70,194,21.6,42.6,7.8,99.3,Warning
102,38,114,32.9,74.5,4.1,39.6,Dangerous
128,123,52,14.9,70.5,8.4,274.2,Dangerous
62,73,205,23.3,55.7,8.0,139.7,Warning
104,55,173,18.6,74.3,8.1,268.9,Dangerous
12,93,137,13.7,98.0,6.2,188.7,Dangerous
23,42,90,25.5,21.0,5.2,255.6,Dangerous
3,98,199,21.6,31.2,5.8,64.3,Warning
17,38,107,31.8,70.2,5.0,67.5,Dangerous
119,105,183,35.3,71.4,4.2,197.7,Dangerous
99,3,98,18.7,30.3,4.9,270.1,Dangerous
17,22,102,30.3,40.7,6.3,249.3,Warning
67,30,62,39.6,24.0,8.5,126.1,Dangerous
120,55,177,31.3,95.1,5.1,163.2,Dangerous
101,69,46,23.5,75.3,7.6,36.1,Warning
135,92,33,25.8,41.2,7.5,200.6,Warning
73,17,104,38.4,29.1,5.0,171.0,Dangerous
58,106,1,32.8,65.5,8.0,133.6,Warning
0,16,101,20.1,98.0,7.4,106.6,Warning
46,112,86,14.4,80.0,5.3,203.0,Dangerous
127,14,177,13.2,85.7,4.4,180.7,Dangerous
41,0,89,27.2,44.6,4.3,163.0,Dangerous
31,61,161,25.8,80.0,5.6,157.1,Warning
48,92,182,44.4,49.9,4.3,228.0,Dangerous
105,67,7,20.1,67.1,7.3,30.5,Warning
131,17,169,44.5,32.2,5.7,67.6,Dangerous
33,141,205,39.0,92.6,6.6,201.9,Dangerous
94,53,93,15.3,32.3,6.4,74.0,Warning
46,74,38,12.1,97.7,7.2,135.9,Dangerous
46,51,116,32.6,31.4,5.5,260.0,Warning
108,80,199,41.3,97.6,5.7,193.3,Dangerous
10,84,167,13.2,49.5,8.6,116.0,Dangerous
7,77,147,32.7,92.1,7.4,271.0,Warning
16,130,98,39.8,80.6,6.5,135.5,Dangerous
73,127,175,43.3,28.8,5.9,135.2,Dangerous
50,134,163,11.5,83.1,8.3,42.0,Dangerous
4,51,108,37.1,87.8,5.0,228.7,Dangerous
126,10,139,13.8,97.5,8.1,164.6,Dangerous
106,112,56,18.8,39.5,6.1,131.5,Warning
99,74,58,37.0,48.0,4.7,178.0,Dangerous
71,6,120,33.2,99.0,8.6,192.8,Dangerous
114,117,158,15.1,71.1,8.8,30.8,Dangerous
25,91,106,30.0,63.4,5.9,230.1,Warning
70,44,168,44.2,95.2,6.0,255.3,Dangerous
90,84,7,39.3,66.4,8.4,153.6,Dangerous
86,2,122,24.4,68.3,8.1,295.5,Dangerous
74,88,121,34.3,52.9,4.6,250.1,Dangerous
72,27,75,25.4,46.4,6.7,146.9,Warning
35,126,164,24.1,99.1,7.6,214.1,Warning
34,99,132,24.7,52.0,7.5,112.8,Warning
67,45,160,30.6,76.9,7.6,187.4,Warning
105,22,130,19.0,88.0,6.7,279.7,Warning
59,62,155,27.0,97.8,6.9,120.9,Healthy
81,60,107,10.5,41.2,6.2,70.4,Dangerous
116,25,124,16.2,94.0,6.5,134.7,Warning
54,35,203,31.9,69.5,7.9,240.3,Warning
54,21,47,37.4,53.6,5.9,84.1,Warning
30,73,5,17.2,88.3,8.1,94.8,Dangerous
0,27,52,36.5,84.2,7.1,35.6,Warning
42,46,108,40.0,59.5,6.4,210.9,Dangerous
114,71,63,24.4,53.2,5.4,179.9,Dangerous
82,47,184,30.5,66.5,4.5,193.0,Dangerous
12,143,146,31.8,41.4,7.3,192.8,Warning
2,57,51,15.9,45.4,8.7,256.1,Dangerous
59,54,151,29.8,94.6,4.1,128.4,Dangerous
31,70,141,16.1,97.3,4.4,175.6,Dangerous
34,19,86,13.9,45.6,6.4,233.3,Dangerous
25,105,114,25.9,20.0,7.4,118.7,Warning
31,109,120,44.6,47.8,7.0,62.7,Dangerous
43,10,171,43.7,42.5,7.7,268.2,Dangerous
115,83,149,27.3,98.1,5.4,82.4,Dangerous
83,93,194,30.6,93.6,4.7,275.2,Dangerous
132,70,31,40.2,99.1,5.4,223.7,Dangerous
109,84,12,40.6,52.7,6.6,68.5,Dangerous
16,5,22,11.2,38.4,6.4,257.2,Dangerous
92,115,113,12.0,74.7,7.7,64.8,Dangerous
94,16,134,10.7,54.2,6.4,24.9,Dangerous
37,111,41,36.0,51.3,7.3,292.7,Warning
46,89,135,38.3,51.9,5.9,151.1,Dangerous
18,49,80,37.0,65.2,5.1,63.7,Dangerous
76,94,112,38.4,60.6,8.3,277.6,Dangerous
53,22,116,32.8,30.8,8.8,202.5,Dangerous
88,13,7,32.4,38.9,6.5,60.3,Warning
89,106,42,39.0,65.1,6.6,223.6,Dangerous
136,64,175,24.4,91.2,6.3,184.8,Healthy
44,112,196,22.8,41.5,7.8,171.1,Warning
42,74,147,18.5,21.0,4.1,169.8,Dangerous
15,5,180,35.6,95.8,5.2,109.5,Dangerous
68,19,115,37.1,65.3,4.1,136.0,Dangerous
138,126,52,31.5,47.9,6.0,276.0,Warning
51,98,45,26.3,43.7,7.9,166.2,Warning
85,57,55,25.6,46.5,4.1,155.3,Dangerous
22,34,65,23.2,68.3,5.0,92.3,Dangerous
97,131,195,43.2,52.2,4.5,97.7,Dangerous
54,111,161,31.3,55.2,7.2,118.1,Warning
40,111,135,32.5,37.9,5.9,239.7,Warning
75,44,109,15.2,45.1,8.4,203.6,Dangerous
80,92,151,22.0,54.6,6.7,268.3,Healthy
6,47,109,14.7,93.1,5.3,279.1,Dangerous
125,142,182,25.7,75.8,7.1,176.3,Healthy
45,92,97,30.9,56.4,8.9,43.3,Dangerous
43,137,79,44.0,38.7,4.2,196.4,Dangerous
23,23,62,43.1,67.8,8.2,275.0,Dangerous
130,111,60,44.8,51.5,6.8,137.9,Dangerous
125,23,59,30.0,35.0,8.7,284.4,Dangerous
13,13,29,20.3,41.8,8.2,127.1,Dangerous
104,41,74,33.8,64.7,5.0,91.0,Dangerous
105,48,126,41.6,61.7,4.3,33.9,Dangerous
4,3,128,21.6,65.7,8.3,297.7,Dangerous
90,96,40,37.5,73.4,7.2,86.0,Warning
7,145,73,17.9,29.4,4.9,295.2,Dangerous
46,95,82,38.4,68.3,5.1,127.5,Dangerous
24,5,104,27.3,60.7,5.0,262.2,Dangerous
69,75,73,29.1,78.4,5.3,276.1,Dangerous
140,78,158,34.8,75.8,5.3,62.2,Dangerous
61,116,118,26.4,35.3,6.4,29.5,Warning
88,127,65,32.7,53.3,7.4,56.0,Warning
86,105,155,11.4,72.3,8.3,217.6,Dangerous
79,97,194,36.0,95.3,9.0,207.0,Dangerous
52,9,134,27.2,48.2,6.1,255.9,Warning
82,142,181,30.4,99.5,6.3,94.6,Warning
96,11,91,27.1,26.7,6.9,49.6,Warning
111,110,24,28.9,22.0,7.6,263.1,Warning
55,63,18,36.5,81.4,5.8,282.9,Warning
32,117,123,44.0,66.9,4.2,192.8,Dangerous
57,4,37,21.6,78.6,8.4,48.7,Dangerous
53,128,125,14.6,80.6,5.5,210.6,Dangerous
112,123,160,42.0,66.1,6.1,34.6,Dangerous
81,9,149,22.1,26.8,8.2,143.1,Dangerous
56,56,84,40.3,91.4,8.9,47.0,Dangerous
35,26,189,17.5,42.8,5.1,121.3,Dangerous
65,13,83,17.0,87.5,5.3,98.8,Dangerous
56,144,205,22.0,36.6,5.4,176.6,Dangerous
125,89,121,35.4,92.5,8.1,273.9,Dangerous
5,99,150,14.4,66.4,5.3,113.6,Dangerous
60,133,27,17.7,71.8,4.4,21.0,Dangerous
77,127,139,10.2,38.8,4.6,193.1,Dangerous
117,73,11,18.0,20.9,5.0,49.4,Dangerous
113,104,154,17.1,51.9,6.1,47.3,Warning
22,40,144,18.3,68.3,4.3,72.7,Dangerous
29,8,186,29.2,31.2,8.4,24.7,Dangerous
131,132,200,36.9,96.7,7.4,203.4,Warning
26,43,121,16.4,99.1,4.3,274.8,Dangerous
23,45,58,41.7,73.9,6.5,247.5,Dangerous
86,122,80,11.1,43.8,8.6,216.0,Dangerous
24,104,107,27.9,74.3,4.6,224.1,Dangerous
38,27,104,29.5,48.2,6.8,98.7,Warning
130,123,120,15.1,22.2,4.6,282.9,Dangerous
37,57,167,45.0,83.1,5.4,77.0,Dangerous
76,110,9,29.8,31.1,8.8,294.7,Dangerous
118,2,88,40.1,58.5,4.6,131.0,Dangerous
40,50,165,37.3,72.9,4.9,40.8,Dangerous
119,64,87,34.6,69.8,8.6,173.5,Dangerous
41,14,2,14.6,98.4,7.3,92.7,Dangerous
50,105,48,28.4,54.2,4.6,86.3,Dangerous
117,22,136,26.7,91.3,8.5,275.2,Dangerous
53,85,193,33.3,55.8,6.3,144.1,Warning
14,54,22,29.2,73.9,5.8,94.1,Warning
74,13,126,23.8,80.4,8.4,162.6,Dangerous
12,101,183,36.7,65.3,4.5,192.7,Dangerous
6,115,86,11.9,93.1,5.2,177.1,Dangerous
99,97,154,41.1,44.0,7.0,142.7,Dangerous
80,116,44,19.9,34.7,5.4,287.8,Dangerous
109,121,194,27.8,97.0,8.8,125.1,Dangerous
63,30,144,19.0,95.8,8.8,261.2,Dangerous
18,125,41,26.2,49.2,8.1,269.2,Dangerous
69,114,10,14.4,25.5,6.6,172.3,Dangerous
71,1,83,22.5,97.7,5.0,247.9,Dangerous
110,132,135,17.5,44.2,7.6,217.9,Warning
78,67,16,41.1,79.9,4.1,21.1,Dangerous
70,4,177,28.8,53.8,4.6,270.4,Dangerous
14,98,49,43.0,69.2,6.7,139.9,Dangerous
40,89,196,18.0,22.6,4.8,171.9,Dangerous
29,16,168,27.6,91.6,5.4,52.0,Dangerous
120,87,9,43.7,33.5,6.1,213.9,Dangerous
44,93,79,44.6,35.2,6.8,64.8,Dangerous
1,89,89,40.0,44.3,5.5,286.1,Dangerous
31,2,68,14.0,36.4,6.3,237.7,Dangerous
134,42,132,31.8,28.4,5.2,131.7,Dangerous
33,108,88,18.5,76.3,4.5,125.6,Dangerous
58,5,85,19.5,42.8,4.6,227.2,Dangerous
8,144,115,23.8,68.1,4.7,97.1,Dangerous
83,52,130,20.0,23.2,8.5,227.0,Dangerous
67,62,193,24.1,81.7,5.1,290.7,Dangerous
56,12,182,26.5,70.7,6.0,26.4,Warning
92,144,186,13.0,46.8,8.9,103.8,Dangerous
108,132,163,39.5,62.3,7.7,92.3,Dangerous
109,41,10,14.3,74.7,8.6,53.4,Dangerous
80,42,6,31.3,26.9,6.4,92.3,Warning
81,127,108,29.3,73.3,4.3,235.6,Dangerous
46,71,62,36.3,21.6,5.2,221.4,Dangerous
48,99,125,29.9,67.4,7.8,230.8,Warning
117,130,161,41.2,20.6,5.3,114.5,Dangerous
34,34,91,15.5,52.7,8.9,277.7,Dangerous
28,98,23,19.4,89.9,7.9,263.5,Warning
121,48,152,35.1,45.8,7.7,269.8,Warning
133,71,11,11.8,49.5,5.3,204.8,Dangerous
77,13,113,22.9,95.1,5.2,67.7,Dangerous
15,124,164,31.6,54.9,5.7,45.4,Warning
18,44,157,11.4,96.1,5.8,202.4,Dangerous
98,25,102,33.8,95.3,6.4,66.5,Warning
121,108,180,32.9,27.5,8.2,25.4,Dangerous
19,9,155,22.7,82.9,6.8,176.0,Warning
83,49,172,37.1,91.4,5.8,85.3,Warning
47,128,190,17.0,85.4,6.5,47.0,Warning
82,136,126,23.8,41.7,4.4,48.8,Dangerous
14,9,181,39.6,66.1,4.9,269.0,Dangerous
92,108,72,19.5,46.4,6.2,260.5,Warning
7,73,155,21.6,80.7,8.5,247.4,Dangerous
29,40,47,36.5,45.1,6.4,185.7,Warning
134,124,183,23.4,21.4,7.8,256.7,Warning
99,35,38,30.2,82.9,6.6,242.9,Warning
25,50,134,41.2,67.2,6.8,80.3,Dangerous
6,117,162,41.5,50.5,6.5,208.0,Dangerous
36,66,145,40.0,37.4,4.7,183.4,Dangerous
128,123,81,14.8,84.8,5.0,36.8,Dangerous
52,36,38,21.0,66.4,5.3,147.1,Dangerous
36,83,129,20.3,98.1,8.0,81.2,Warning
114,40,170,42.7,81.0,5.8,171.3,Dangerous
99,141,105,26.7,42.3,5.2,228.0,Dangerous
97,20,95,12.8,91.4,7.5,146.7,Dangerous
4,60,123,37.6,99.3,8.5,199.6,Dangerous
106,99,150,26.6,37.4,4.6,46.0,Dangerous
139,128,100,33.6,83.1,8.5,46.4,Dangerous
80,117,47,16.1,50.5,6.2,209.3,Warning
106,26,126,14.4,82.3,5.4,225.2,Dangerous
70,143,202,35.8,43.5,4.6,171.0,Dangerous
119,72,54,16.5,40.4,8.2,138.2,Dangerous
33,137,101,16.6,92.8,8.1,124.0,Dangerous
96,60,196,29.2,90.1,5.8,58.6,Warning
41,67,172,41.2,73.0,6.5,224.1,Dangerous
44,12,28,40.2,25.1,6.9,223.4,Dangerous
94,75,134,39.6,97.7,8.8,95.7,Dangerous
47,121,142,32.6,46.0,4.2,120.6,Dangerous
104,99,159,36.6,71.0,6.4,202.4,Warning
99,9,160,28.7,76.1,4.5,40.4,Dangerous
17,21,92,20.1,80.6,5.2,113.6,Dangerous
106,12,112,33.4,61.9,8.7,187.5,Dangerous
41,36,151,11.1,78.1,6.4,116.9,Dangerous
109,58,108,35.2,78.8,5.9,142.1,Warning
10,87,16,13.7,91.5,4.1,76.7,Dangerous
45,144,49,32.8,86.3,6.8,78.0,Warning
19,131,123,24.2,77.9,4.6,235.0,Dangerous
21,103,45,37.8,34.9,7.5,102.1,Warning
46,109,61,15.7,29.0,4.6,31.9,Dangerous
48,127,28,20.4,74.8,6.8,171.7,Warning
30,129,6,16.7,27.3,8.6,285.6,Dangerous
65,127,141,20.3,47.2,4.6,99.6,Dangerous
41,63,193,30.3,70.0,6.6,277.6,Warning
58,29,138,41.2,41.1,7.2,65.7,Dangerous
109,1,197,41.8,49.5,7.2,240.0,Dangerous
69,33,95,34.3,81.9,4.0,231.1,Dangerous
33,47,176,11.1,55.9,5.6,27.4,Dangerous
30,43,111,34.8,44.4,4.5,155.7,Dangerous
34,87,23,32.5,68.4,7.9,212.8,Warning
137,128,74,15.6,26.1,8.6,196.2,Dangerous
60,78,136,30.9,29.2,4.0,73.9,Dangerous
71,64,100,37.7,78.5,5.1,283.4,Dangerous
100,117,198,14.8,34.2,8.1,61.0,Dangerous
29,118,68,26.2,25.2,7.1,92.8,Warning
95,54,93,21.1,34.0,8.2,237.3,Dangerous
86,60,8,24.7,70.7,7.1,63.1,Warning
12,124,185,28.9,73.0,5.0,220.0,Dangerous
12,87,154,34.8,33.4,5.6,135.0,Warning
38,105,202,30.0,58.7,4.1,184.1,Dangerous
49,82,73,28.0,31.0,5.4,108.4,Dangerous
90,26,114,31.3,56.2,4.5,138.1,Dangerous
4,0,80,38.2,25.9,7.4,187.4,Dangerous
51,47,31,13.4,83.1,8.8,106.1,Dangerous
56,57,166,37.0,35.7,7.7,53.3,Warning
47,76,149,35.9,95.1,6.3,273.3,Warning
99,70,10,21.5,63.3,4.5,147.9,Dangerous
130,114,200,37.1,49.4,6.8,56.5,Warning
0,82,55,18.9,56.9,8.9,65.7,Dangerous
54,124,141,17.0,28.6,7.4,82.8,Warning
92,144,161,25.5,85.6,8.7,261.7,Dangerous
134,66,94,23.1,20.0,9.0,251.0,Dangerous
115,72,69,35.6,63.9,8.5,32.2,Dangerous
4,68,178,30.4,24.9,5.8,148.7,Warning
109,22,130,35.3,64.3,4.4,194.5,Dangerous
89,28,192,12.9,20.4,7.9,55.2,Dangerous
72,26,17,34.7,41.6,6.9,187.5,Warning
104,143,125,18.0,40.2,8.1,188.3,Dangerous
40,101,177,11.6,85.9,5.3,188.0,Dangerous
15,45,159,14.2,64.8,7.8,84.9,Dangerous
6,63,158,21.2,90.1,6.1,267.8,Warning
8,53,35,22.5,87.4,7.8,239.3,Warning
62,81,102,18.1,60.4,7.5,37.1,Warning
26,54,202,27.2,96.2,6.9,89.7,Warning
111,35,100,17.8,31.2,7.8,103.9,Warning
86,69,22,11.4,25.4,6.3,155.8,Dangerous
5,85,103,30.3,42.2,4.8,68.6,Dangerous
132,53,154,43.5,95.5,7.3,238.2,Dangerous
105,81,171,12.1,86.4,7.2,278.2,Dangerous
120,143,187,27.7,32.4,4.3,276.8,Dangerous
75,119,142,39.6,49.2,7.5,174.0,Dangerous
121,55,190,35.3,26.2,7.4,30.8,Warning
119,98,178,17.8,77.9,5.0,102.1,Dangerous
10,97,20,20.7,73.1,8.3,280.2,Dangerous
89,107,12,43.3,57.8,5.1,229.6,Dangerous
46,46,6,39.8,66.4,4.8,29.1,Dangerous
73,107,117,32.7,72.9,8.8,253.2,Dangerous
98,66,71,12.8,82.6,8.8,250.6,Dangerous
70,100,70,20.1,21.7,7.2,84.7,Warning
88,107,187,23.5,94.2,6.1,111.2,Healthy
12,18,80,36.3,36.7,5.0,36.9,Dangerous
94,99,38,10.3,31.0,7.2,267.6,Dangerous
26,102,110,26.6,93.0,6.1,234.4,Warning
135,121,180,38.8,43.9,8.7,109.0,Dangerous
69,47,122,35.5,51.9,4.9,281.0,Dangerous
38,121,18,31.7,76.1,8.3,124.0,Dangerous
63,69,21,43.4,67.6,6.5,93.8,Dangerous
42,96,192,12.4,79.1,8.9,288.8,Dangerous
127,49,20,44.2,88.5,7.4,36.1,Dangerous
98,54,105,18.1,28.4,4.8,244.3,Dangerous
79,106,200,35.0,22.8,7.9,135.6,Warning
112,25,164,34.0,92.4,5.6,131.3,Warning
111,29,132,39.5,82.9,7.2,179.3,Dangerous
41,0,39,11.2,50.4,8.3,143.6,Dangerous
56,17,11,33.2,28.5,7.1,204.5,Warning
103,52,60,25.4,57.2,4.1,108.5,Dangerous
45,106,149,11.7,72.0,8.0,118.5,Dangerous
44,55,22,33.2,22.7,7.2,163.4,Warning
26,139,192,10.7,50.8,6.0,198.2,Dangerous
99,134,200,15.5,89.0,7.0,203.6,Warning
72,53,72,28.7,67.1,6.7,110.0,Healthy
106,145,140,38.6,96.3,7.6,85.8,Dangerous
89,42,152,32.4,69.5,7.2,75.9,Warning
112,66,123,42.0,74.3,7.7,30.7,Dangerous
31,66,204,24.5,90.1,7.0,277.7,Warning
59,121,17,10.2,38.4,8.2,208.9,Dangerous
114,89,171,30.8,42.9,7.8,132.9,Warning
23,115,54,43.5,34.2,6.1,296.7,Dangerous
102,75,87,44.3,47.2,7.8,52.1,Dangerous
49,8,37,32.4,43.3,5.7,61.5,Warning
103,102,126,41.0,39.9,5.6,71.6,Dangerous
100,86,135,28.0,54.7,6.2,249.7,Healthy
94,47,83,22.9,25.6,5.5,93.6,Warning
25,6,44,37.4,90.5,8.1,86.3,Dangerous
81,4,155,42.2,55.5,5.8,186.2,Dangerous
45,128,44,21.5,24.9,5.4,110.3,Dangerous
63,15,58,34.8,78.7,7.1,91.0,Warning
13,22,53,15.6,24.3,6.1,167.4,Warning
91,26,60,40.1,84.1,4.3,234.2,Dangerous
31,108,59,28.5,76.7,5.9,219.3,Warning
100,70,153,15.0,41.0,7.7,297.5,Warning
110,69,133,33.5,73.6,6.9,132.8,Warning
31,55,45,28.8,54.7,8.1,70.7,Dangerous
44,140,123,29.4,91.4,8.5,111.8,Dangerous
46,15,178,23.6,93.1,8.3,254.4,Dangerous
128,136,13,21.1,59.4,6.7,280.7,Warning
56,145,159,38.0,86.2,4.9,267.3,Dangerous
51,8,126,12.2,69.7,8.3,169.0,Dangerous
83,62,68,18.3,75.4,8.1,32.7,Dangerous
23,69,82,26.7,48.7,7.3,179.7,Warning
47,34,72,18.8,81.4,6.1,133.7,Warning
66,122,148,31.7,46.3,8.7,238.2,Dangerous
64,55,42,21.2,44.0,7.0,71.5,Warning
43,12,153,13.6,94.3,7.7,112.3,Dangerous
129,22,103,40.4,50.7,4.6,272.3,Dangerous
66,69,0,31.8,35.4,7.6,235.9,Warning
28,5,163,21.0,24.1,5.4,78.6,Dangerous
97,144,190,43.0,70.4,4.9,101.7,Dangerous
91,61,67,39.6,40.1,6.8,177.1,Dangerous
138,52,172,17.5,68.0,4.1,111.6,Dangerous
14,74,150,18.5,88.4,6.7,42.9,Warning
30,63,14,40.3,63.0,5.0,280.8,Dangerous
0,81,1,10.6,87.6,5.5,99.0,Dangerous
18,71,114,37.7,70.0,5.9,199.5,Warning
102,136,94,39.5,33.6,6.4,232.0,Dangerous
44,3,165,24.9,31.9,5.4,125.3,Dangerous
118,46,145,25.4,46.2,7.5,167.9,Warning
46,0,99,16.3,94.5,6.5,185.9,Warning
99,43,183,18.5,83.4,6.2,235.4,Warning
27,70,7,27.6,22.4,4.2,79.5,Dangerous
103,98,176,15.0,52.6,7.9,225.7,Warning
3,0,162,36.4,91.1,8.0,211.5,Warning
100,138,163,44.1,78.6,9.0,112.1,Dangerous
25,68,3,30.7,99.9,4.5,44.7,Dangerous
132,139,83,42.0,97.9,5.3,289.2,Dangerous
68,58,58,32.0,92.4,6.6,291.6,Warning
121,61,157,20.2,83.8,8.8,83.6,Dangerous
82,21,91,15.2,82.2,6.4,217.6,Warning
21,92,124,44.2,29.5,8.6,224.6,Dangerous
17,4,147,44.9,53.8,4.6,113.9,Dangerous
64,133,83,21.1,35.2,4.0,89.2,Dangerous
36,133,150,37.4,29.8,6.8,56.1,Warning
89,43,76,35.1,74.9,8.4,44.8,Dangerous
67,92,68,23.7,37.5,9.0,29.1,Dangerous
94,133,182,23.6,27.9,5.0,221.2,Dangerous
63,111,80,44.2,89.3,6.9,285.4,Dangerous
28,56,165,43.4,84.8,8.5,167.4,Dangerous
125,19,199,35.2,81.9,9.0,228.3,Dangerous
77,1,33,17.5,96.7,7.5,28.0,Warning
42,141,203,23.1,33.8,6.1,224.2,Warning
53,144,157,26.7,87.6,4.4,29.7,Dangerous
119,80,5,29.3,75.6,7.6,90.6,Warning
131,42,128,41.8,43.9,9.0,41.9,Dangerous
40,78,89,11.8,30.7,7.0,104.1,Dangerous
69,66,55,13.9,74.9,5.4,190.9,Dangerous
44,79,68,44.1,53.8,6.7,109.0,Dangerous
101,88,68,15.2,64.2,7.6,166.6,Warning
136,4,84,34.4,22.2,8.0,202.3,Warning
77,85,52,22.9,61.9,5.3,215.5,Dangerous
30,28,106,44.1,68.7,7.2,149.3,Dangerous
112,136,181,20.2,72.3,8.7,206.2,Dangerous
118,13,188,42.0,43.0,5.0,161.7,Dangerous
80,87,171,23.3,59.6,7.1,203.8,Healthy
106,49,178,30.3,39.6,8.4,204.5,Dangerous
140,35,204,39.9,67.1,7.6,244.4,Dangerous
23,36,56,28.4,38.9,8.6,275.5,Dangerous
101,84,13,17.1,72.6,8.2,213.3,Dangerous
137,90,105,33.6,82.7,5.3,234.8,Dangerous
58,63,143,42.9,67.2,6.3,183.6,Dangerous
74,23,70,19.4,62.1,5.8,71.4,Warning
